trip_id,vehicle_id,driver_id,route_id,start_time,end_time,distance_km,trip_status,average_speed_kmph,weather_id
T02914,V0369,D0415,R087,2025-12-22T18:26:00,2025-12-22T21:27:00,55,Completed,18.2,W20251222
T02915,V0003,D0495,R097,2025-05-13T18:31:00,2025-05-13T21:23:00,65,Cancelled,22.7,W20250513
T02916,V0391,D0286,R048,2025-03-04T07:09:00,2025-03-04T12:03:00,75,Completed,15.3,W20250304
T02917,V0034,D0213,R061,2025-06-28T18:26:00,2025-06-28T19:43:00,75,Cancelled,58.4,W20250628
T02918,V0386,D0696,R001,2025-04-21T22:49:00,2025-04-22T00:26:00,85,Completed,52.6,W20250421
T02919,V0093,D0070,R045,2025-06-24T22:03:00,2025-06-24T23:31:00,70,Completed,47.7,W20250624
T02920,V0451,D0487,R007,2025-09-30T21:19:00,2025-09-30T22:09:00,70,Completed,84.0,W20250930
T02921,V0254,D0399,R074,2025-04-26T15:14:00,2025-04-26T16:50:00,95,Cancelled,59.4,W20250426
T02922,V0290,D0365,R073,2025-11-01T09:32:00,2025-11-01T11:09:00,85,Cancelled,52.6,W20251101
T02923,V0046,D0228,R018,2025-09-30T22:30:00,2025-10-01T02:43:00,85,Cancelled,20.2,W20250930
T02924,V0276,D0630,R031,2025-02-25T16:46:00,2025-02-25T20:21:00,65,Completed,18.1,W20250225
T02925,V0182,D0274,R087,2025-12-08T21:28:00,2025-12-09T01:34:00,55,Completed,13.4,W20251208
T02926,V0457,D0233,R082,2025-07-30T11:33:00,2025-07-30T14:38:00,75,Completed,24.3,W20250730
T02927,V0290,D0569,R032,2025-08-11T08:05:00,2025-08-11T12:07:00,75,Completed,18.6,W20250811
T02928,V0149,D0009,R002,2025-09-06T06:03:00,2025-09-06T08:19:00,75,Completed,33.1,W20250906
T02929,V0154,D0302,R066,2025-10-06T03:49:00,2025-10-06T07:04:00,85,Completed,26.2,W20251006
T02930,V0191,D0576,R100,2025-07-12T18:24:00,2025-07-12T19:57:00,75,Completed,48.4,W20250712
T02931,V0209,D0368,R008,2025-11-22T00:55:00,2025-11-22T04:45:00,75,Completed,19.6,W20251122
T02932,V0423,D0650,R027,2025-09-30T11:58:00,2025-09-30T16:28:00,85,Completed,18.9,W20250930
T02933,V0405,D0396,R054,2025-10-16T13:55:00,2025-10-16T18:51:00,95,Cancelled,19.3,W20251016
T02934,V0286,D0085,R059,2025-08-23T12:29:00,2025-08-23T14:44:00,75,Completed,33.3,W20250823
T02935,V0028,D0655,R050,2025-12-25T18:24:00,2025-12-25T23:07:00,95,Completed,20.1,W20251225
T02936,V0059,D0683,R072,2025-09-04T22:06:00,2025-09-05T00:42:00,75,Cancelled,28.8,W20250904
T02937,V0167,D0066,R023,2025-11-13T02:11:00,2025-11-13T04:27:00,95,Completed,41.9,W20251113
T02938,V0024,D0668,R057,2025-06-14T22:54:00,2025-06-15T00:42:00,75,Completed,41.7,W20250614
T02939,V0418,D0012,R040,2025-01-26T06:57:00,2025-01-26T08:50:00,95,Completed,50.4,W20250126
T02940,V0124,D0670,R068,2025-09-08T10:16:00,2025-09-08T14:42:00,95,Completed,21.4,W20250908
T02941,V0024,D0399,R098,2025-12-11T02:10:00,2025-12-11T04:38:00,75,Completed,30.4,W20251211
T02942,V0125,D0189,R089,2025-07-27T04:20:00,2025-07-27T08:42:00,85,Completed,19.5,W20250727
T02943,V0006,D0021,R064,2025-05-23T23:07:00,2025-05-24T00:19:00,75,Completed,62.5,W20250523
T02944,V0480,D0455,R013,2025-10-25T19:33:00,2025-10-25T23:34:00,65,Completed,16.2,W20251025
T02945,V0344,D0629,R036,2025-04-28T01:43:00,2025-04-28T05:25:00,75,Completed,20.3,W20250428
T02946,V0012,D0615,R007,2025-08-02T01:47:00,2025-08-02T03:52:00,70,Completed,33.6,W20250802
T02947,V0131,D0396,R042,2025-11-19T01:23:00,2025-11-19T04:21:00,75,Cancelled,25.3,W20251119
T02948,V0200,D0475,R016,2025-07-06T19:25:00,2025-07-06T22:27:00,65,Completed,21.4,W20250706
T02949,V0480,D0559,R034,2025-09-06T13:59:00,2025-09-06T16:27:00,70,Completed,28.4,W20250906
T02950,V0396,D0284,R047,2025-01-17T23:23:00,2025-01-18T02:42:00,55,Cancelled,16.6,W20250117
T02951,V0208,D0112,R076,2025-10-05T06:20:00,2025-10-05T07:52:00,95,Completed,62.0,W20251005
T02952,V0092,D0286,R083,2025-02-10T04:55:00,2025-02-10T07:55:00,75,Completed,25.0,W20250210
T02953,V0278,D0541,R027,2025-04-07T02:58:00,2025-04-07T05:09:00,85,Cancelled,38.9,W20250407
T02954,V0156,D0462,R029,2025-03-06T16:41:00,2025-03-06T19:53:00,70,Completed,21.9,W20250306
T02955,V0285,D0217,R043,2025-10-28T05:20:00,2025-10-28T07:34:00,65,Cancelled,29.1,W20251028
T02956,V0192,D0490,R040,2025-03-04T03:05:00,2025-03-04T07:59:00,95,Cancelled,19.4,W20250304
T02957,V0295,D0318,R052,2025-03-04T10:30:00,2025-03-04T15:24:00,65,Completed,13.3,W20250304
T02958,V0286,D0213,R009,2025-09-26T07:20:00,2025-09-26T08:51:00,65,Cancelled,42.9,W20250926
T02959,V0466,D0193,R019,2025-04-20T04:28:00,2025-04-20T06:06:00,55,Completed,33.7,W20250420
T02960,V0188,D0504,R029,2025-05-25T03:36:00,2025-05-25T04:43:00,70,Completed,62.7,W20250525
T02961,V0384,D0435,R080,2025-06-27T08:41:00,2025-06-27T10:18:00,75,Completed,46.4,W20250627
T02962,V0335,D0385,R057,2025-03-17T13:57:00,2025-03-17T15:32:00,75,Completed,47.4,W20250317
T02963,V0268,D0509,R006,2025-12-03T17:33:00,2025-12-03T21:53:00,95,Cancelled,21.9,W20251203
T02964,V0434,D0478,R075,2025-08-03T14:59:00,2025-08-03T18:51:00,85,Completed,22.0,W20250803
T02965,V0094,D0560,R092,2025-08-05T20:17:00,2025-08-05T23:12:00,70,Completed,24.0,W20250805
T02966,V0048,D0193,R015,2025-01-23T04:04:00,2025-01-23T08:00:00,75,Completed,19.1,W20250123
T02967,V0203,D0433,R021,2025-07-30T07:07:00,2025-07-30T10:30:00,75,Completed,22.2,W20250730
T02968,V0346,D0411,R077,2025-05-24T06:50:00,2025-05-24T09:49:00,85,Completed,28.5,W20250524
T02969,V0207,D0019,R084,2025-05-14T10:40:00,2025-05-14T12:07:00,85,Completed,58.6,W20250514
T02970,V0438,D0141,R088,2025-10-15T08:35:00,2025-10-15T12:30:00,95,Completed,24.3,W20251015
T02971,V0032,D0502,R081,2025-08-30T03:22:00,2025-08-30T08:05:00,55,Completed,11.7,W20250830
T02972,V0055,D0168,R024,2025-05-01T19:27:00,2025-05-01T22:37:00,55,Cancelled,17.4,W20250501
T02973,V0445,D0182,R090,2025-03-31T05:20:00,2025-03-31T09:30:00,85,Completed,20.4,W20250331
T02974,V0384,D0438,R006,2025-11-17T13:08:00,2025-11-17T14:33:00,95,Completed,67.1,W20251117
T02975,V0472,D0539,R047,2025-07-24T22:14:00,2025-07-25T01:38:00,55,Completed,16.2,W20250724
T02976,V0206,D0144,R068,2025-02-20T09:23:00,2025-02-20T11:53:00,95,Cancelled,38.0,W20250220
T02977,V0208,D0669,R077,2025-09-09T08:52:00,2025-09-09T10:34:00,85,Completed,50.0,W20250909
T02978,V0069,D0037,R036,2025-03-28T07:49:00,2025-03-28T12:16:00,75,Completed,16.9,W20250328
T02979,V0278,D0550,R021,2025-07-19T20:40:00,2025-07-20T01:00:00,75,Completed,17.3,W20250719
T02980,V0396,D0444,R004,2025-03-09T07:28:00,2025-03-09T09:26:00,65,Cancelled,33.1,W20250309
T02981,V0124,D0558,R034,2025-05-01T07:52:00,2025-05-01T09:49:00,70,Completed,35.9,W20250501
T02982,V0458,D0490,R085,2025-12-18T10:25:00,2025-12-18T11:28:00,55,Completed,52.4,W20251218
T02983,V0455,D0628,R037,2025-02-04T18:20:00,2025-02-04T21:34:00,95,Completed,29.4,W20250204
T02984,V0103,D0607,R069,2025-12-09T12:17:00,2025-12-09T15:24:00,70,Completed,22.5,W20251209
T02985,V0052,D0661,R091,2025-03-08T18:11:00,2025-03-08T20:25:00,70,Completed,31.3,W20250308
T02986,V0218,D0451,R069,2025-06-05T17:23:00,2025-06-05T21:07:00,70,Completed,18.8,W20250605
T02987,V0270,D0246,R054,2025-01-30T05:10:00,2025-01-30T07:58:00,95,Completed,33.9,W20250130
T02988,V0482,D0375,R006,2025-07-28T03:02:00,2025-07-28T07:24:00,95,Completed,21.8,W20250728
T02989,V0441,D0605,R084,2025-06-15T21:03:00,2025-06-16T01:09:00,85,Completed,20.7,W20250615
T02990,V0404,D0127,R098,2025-01-29T05:02:00,2025-01-29T08:28:00,75,Completed,21.8,W20250129
T02991,V0401,D0528,R037,2025-03-26T07:43:00,2025-03-26T09:26:00,95,Completed,55.3,W20250326
T02992,V0335,D0296,R059,2025-03-13T17:08:00,2025-03-13T19:37:00,75,Completed,30.2,W20250313
T02993,V0421,D0617,R051,2025-01-26T10:12:00,2025-01-26T13:42:00,70,Completed,20.0,W20250126
T02994,V0146,D0257,R049,2025-10-12T08:34:00,2025-10-12T10:37:00,85,Cancelled,41.5,W20251012
T02995,V0082,D0651,R018,2025-04-15T17:33:00,2025-04-15T22:30:00,85,Cancelled,17.2,W20250415
T02996,V0302,D0279,R016,2025-08-17T12:12:00,2025-08-17T16:53:00,65,Completed,13.9,W20250817
T02997,V0479,D0374,R003,2025-01-28T23:20:00,2025-01-29T04:03:00,85,Completed,18.0,W20250128
T02998,V0302,D0640,R032,2025-07-31T10:33:00,2025-07-31T11:19:00,75,Completed,97.8,W20250731
T02999,V0476,D0490,R021,2025-06-01T12:19:00,2025-06-01T14:44:00,75,Completed,31.0,W20250601
T03000,V0473,D0436,R032,2025-06-16T02:12:00,2025-06-16T03:39:00,75,Cancelled,51.7,W20250616
T03001,V0490,D0054,R078,2025-03-23T06:48:00,2025-03-23T11:07:00,75,Completed,17.4,W20250323
T03002,V0234,D0477,R052,2025-04-20T03:09:00,2025-04-20T07:37:00,65,Completed,14.6,W20250420
T03003,V0306,D0238,R073,2025-08-18T14:06:00,2025-08-18T16:05:00,85,Completed,42.9,W20250818
T03004,V0398,D0093,R073,2025-02-06T11:05:00,2025-02-06T12:32:00,85,Completed,58.6,W20250206
T03005,V0236,D0005,R009,2025-11-22T21:05:00,2025-11-23T00:53:00,65,Completed,17.1,W20251122
T03006,V0196,D0516,R090,2025-05-13T16:05:00,2025-05-13T16:55:00,85,Completed,102.0,W20250513
T03007,V0197,D0272,R071,2025-09-18T18:29:00,2025-09-18T20:41:00,95,Completed,43.2,W20250918
T03008,V0402,D0697,R073,2025-12-31T13:58:00,2025-12-31T17:37:00,85,Completed,23.3,W20251231
T03009,V0077,D0547,R043,2025-10-27T21:20:00,2025-10-27T23:50:00,65,Completed,26.0,W20251027
T03010,V0490,D0285,R052,2025-12-24T21:18:00,2025-12-25T01:45:00,65,Completed,14.6,W20251224
T03011,V0476,D0326,R058,2025-04-18T16:51:00,2025-04-18T18:51:00,95,Cancelled,47.5,W20250418
T03012,V0062,D0117,R023,2025-06-14T13:55:00,2025-06-14T17:13:00,95,Completed,28.8,W20250614
T03013,V0496,D0072,R099,2025-12-02T17:55:00,2025-12-02T19:10:00,55,Cancelled,44.0,W20251202
T03014,V0273,D0271,R060,2025-10-31T20:32:00,2025-10-31T22:50:00,85,Cancelled,37.0,W20251031
T03015,V0048,D0482,R094,2025-03-21T11:37:00,2025-03-21T14:40:00,70,Completed,23.0,W20250321
T03016,V0403,D0443,R068,2025-11-12T15:31:00,2025-11-12T19:24:00,95,Cancelled,24.5,W20251112
T03017,V0328,D0297,R093,2025-10-13T10:09:00,2025-10-13T15:06:00,65,Cancelled,13.1,W20251013
T03018,V0415,D0418,R011,2025-12-26T19:23:00,2025-12-26T23:40:00,85,Completed,19.8,W20251226
T03019,V0429,D0167,R032,2025-09-13T23:25:00,2025-09-14T02:16:00,75,Completed,26.3,W20250913
T03020,V0490,D0274,R099,2025-05-29T11:39:00,2025-05-29T13:40:00,55,Cancelled,27.3,W20250529
T03021,V0349,D0651,R092,2025-11-08T10:41:00,2025-11-08T11:32:00,70,Completed,82.4,W20251108
T03022,V0024,D0607,R066,2025-07-13T10:51:00,2025-07-13T14:44:00,85,Completed,21.9,W20250713
T03023,V0275,D0414,R025,2025-10-11T00:17:00,2025-10-11T02:51:00,75,Completed,29.2,W20251011
T03024,V0027,D0216,R024,2025-09-20T05:05:00,2025-09-20T08:17:00,55,Cancelled,17.2,W20250920
T03025,V0182,D0098,R046,2025-05-11T04:43:00,2025-05-11T05:35:00,70,Completed,80.8,W20250511
T03026,V0252,D0329,R024,2025-02-04T22:29:00,2025-02-05T02:05:00,55,Cancelled,15.3,W20250204
T03027,V0144,D0256,R011,2025-11-28T07:55:00,2025-11-28T12:39:00,85,Completed,18.0,W20251128
T03028,V0134,D0061,R012,2025-09-04T01:36:00,2025-09-04T03:25:00,95,Completed,52.3,W20250904
T03029,V0473,D0526,R022,2025-01-31T22:24:00,2025-02-01T03:05:00,70,Cancelled,14.9,W20250131
T03030,V0021,D0245,R099,2025-04-05T17:11:00,2025-04-05T18:28:00,55,Cancelled,42.9,W20250405
T03031,V0246,D0301,R025,2025-06-15T00:38:00,2025-06-15T05:03:00,75,Completed,17.0,W20250615
T03032,V0500,D0288,R026,2025-01-05T12:16:00,2025-01-05T14:25:00,70,Completed,32.6,W20250105
T03033,V0162,D0344,R073,2025-12-18T03:59:00,2025-12-18T05:57:00,85,Completed,43.2,W20251218
T03034,V0469,D0176,R050,2025-12-06T17:31:00,2025-12-06T20:39:00,95,Completed,30.3,W20251206
T03035,V0142,D0233,R059,2025-12-09T06:07:00,2025-12-09T09:26:00,75,Completed,22.6,W20251209
T03036,V0441,D0010,R083,2025-03-18T08:09:00,2025-03-18T09:37:00,75,Cancelled,51.1,W20250318
T03037,V0015,D0354,R041,2025-05-15T15:11:00,2025-05-15T18:13:00,65,Completed,21.4,W20250515
T03038,V0132,D0588,R054,2025-05-31T11:49:00,2025-05-31T12:41:00,95,Cancelled,109.6,W20250531
T03039,V0310,D0459,R091,2025-04-08T06:24:00,2025-04-08T08:58:00,70,Completed,27.3,W20250408
T03040,V0128,D0208,R015,2025-05-27T11:41:00,2025-05-27T14:27:00,75,Completed,27.1,W20250527
T03041,V0011,D0515,R085,2025-02-17T15:52:00,2025-02-17T18:36:00,55,Completed,20.1,W20250217
T03042,V0251,D0418,R060,2025-08-22T19:46:00,2025-08-22T22:54:00,85,Completed,27.1,W20250822
T03043,V0347,D0399,R066,2025-01-18T13:19:00,2025-01-18T14:54:00,85,Completed,53.7,W20250118
T03044,V0387,D0037,R074,2025-01-12T07:32:00,2025-01-12T08:22:00,95,Cancelled,114.0,W20250112
T03045,V0428,D0137,R075,2025-10-21T18:27:00,2025-10-21T22:14:00,85,Cancelled,22.5,W20251021
T03046,V0119,D0249,R083,2025-11-13T17:38:00,2025-11-13T20:52:00,75,Completed,23.2,W20251113
T03047,V0312,D0145,R092,2025-07-27T07:58:00,2025-07-27T12:58:00,70,Completed,14.0,W20250727
T03048,V0427,D0619,R025,2025-01-08T11:14:00,2025-01-08T15:32:00,75,Completed,17.4,W20250108
T03049,V0419,D0416,R016,2025-10-10T02:16:00,2025-10-10T06:21:00,65,Completed,15.9,W20251010
T03050,V0213,D0009,R012,2025-11-05T23:15:00,2025-11-06T01:56:00,95,Cancelled,35.4,W20251105
T03051,V0305,D0204,R004,2025-07-11T08:11:00,2025-07-11T09:33:00,65,Cancelled,47.6,W20250711
T03052,V0075,D0400,R031,2025-12-19T13:37:00,2025-12-19T17:49:00,65,Completed,15.5,W20251219
T03053,V0457,D0136,R057,2025-10-05T07:00:00,2025-10-05T08:33:00,75,Completed,48.4,W20251005
T03054,V0044,D0542,R032,2025-05-03T20:31:00,2025-05-04T00:15:00,75,Completed,20.1,W20250503
T03055,V0111,D0386,R037,2025-02-25T17:29:00,2025-02-25T19:45:00,95,Cancelled,41.9,W20250225
T03056,V0489,D0506,R082,2025-05-20T21:00:00,2025-05-20T22:11:00,75,Completed,63.4,W20250520
T03057,V0323,D0216,R031,2025-09-27T05:18:00,2025-09-27T10:14:00,65,Completed,13.2,W20250927
T03058,V0412,D0469,R001,2025-11-12T11:03:00,2025-11-12T11:56:00,85,Completed,96.2,W20251112
T03059,V0411,D0694,R097,2025-12-26T20:27:00,2025-12-27T00:23:00,65,Completed,16.5,W20251226
T03060,V0352,D0485,R068,2025-04-19T12:39:00,2025-04-19T13:47:00,95,Completed,83.8,W20250419
T03061,V0390,D0549,R079,2025-12-03T03:35:00,2025-12-03T06:18:00,70,Completed,25.8,W20251203
T03062,V0128,D0217,R084,2025-03-26T21:35:00,2025-03-27T02:21:00,85,Completed,17.8,W20250326
T03063,V0126,D0661,R012,2025-08-17T11:32:00,2025-08-17T16:04:00,95,Completed,21.0,W20250817
T03064,V0367,D0647,R027,2025-08-31T07:10:00,2025-08-31T08:31:00,85,Completed,63.0,W20250831
T03065,V0240,D0247,R017,2025-03-20T21:16:00,2025-03-21T01:13:00,95,Cancelled,24.1,W20250320
T03066,V0275,D0638,R055,2025-10-09T07:07:00,2025-10-09T08:27:00,55,Cancelled,41.2,W20251009
T03067,V0114,D0113,R080,2025-08-25T18:10:00,2025-08-25T21:58:00,75,Completed,19.7,W20250825
T03068,V0340,D0261,R026,2025-12-16T03:13:00,2025-12-16T04:22:00,70,Completed,60.9,W20251216
T03069,V0057,D0312,R069,2025-11-15T21:29:00,2025-11-15T23:48:00,70,Completed,30.2,W20251115
T03070,V0453,D0084,R082,2025-06-02T12:15:00,2025-06-02T16:57:00,75,Completed,16.0,W20250602
T03071,V0302,D0332,R055,2025-01-15T07:19:00,2025-01-15T11:34:00,55,Completed,12.9,W20250115
T03072,V0343,D0564,R091,2025-01-21T06:27:00,2025-01-21T09:49:00,70,Completed,20.8,W20250121
T03073,V0396,D0583,R055,2025-08-18T08:49:00,2025-08-18T10:56:00,55,Completed,26.0,W20250818
T03074,V0099,D0632,R016,2025-07-01T20:09:00,2025-07-01T22:08:00,65,Completed,32.8,W20250701
T03075,V0330,D0310,R053,2025-03-09T12:28:00,2025-03-09T14:35:00,55,Completed,26.0,W20250309
T03076,V0394,D0189,R034,2025-09-02T06:35:00,2025-09-02T11:10:00,70,Completed,15.3,W20250902
T03077,V0474,D0210,R036,2025-09-05T16:07:00,2025-09-05T20:40:00,75,Completed,16.5,W20250905
T03078,V0342,D0566,R064,2025-05-22T05:51:00,2025-05-22T08:48:00,75,Cancelled,25.4,W20250522
T03079,V0009,D0426,R077,2025-04-10T19:50:00,2025-04-10T23:05:00,85,Cancelled,26.2,W20250410
T03080,V0123,D0547,R003,2025-01-17T06:12:00,2025-01-17T08:21:00,85,Completed,39.5,W20250117
T03081,V0194,D0253,R092,2025-10-29T07:33:00,2025-10-29T10:35:00,70,Completed,23.1,W20251029
T03082,V0438,D0509,R016,2025-10-23T22:40:00,2025-10-24T02:31:00,65,Completed,16.9,W20251023
T03083,V0360,D0084,R011,2025-05-08T02:36:00,2025-05-08T04:43:00,85,Cancelled,40.2,W20250508
T03084,V0333,D0339,R068,2025-10-05T00:50:00,2025-10-05T02:18:00,95,Completed,64.8,W20251005
T03085,V0042,D0211,R039,2025-06-22T15:03:00,2025-06-22T18:43:00,55,Completed,15.0,W20250622
T03086,V0136,D0112,R021,2025-10-16T11:10:00,2025-10-16T13:13:00,75,Completed,36.6,W20251016
T03087,V0195,D0456,R068,2025-11-18T11:50:00,2025-11-18T15:39:00,95,Cancelled,24.9,W20251118
T03088,V0188,D0248,R032,2025-04-16T07:24:00,2025-04-16T11:09:00,75,Completed,20.0,W20250416
T03089,V0429,D0078,R100,2025-10-28T21:01:00,2025-10-29T01:40:00,75,Cancelled,16.1,W20251028
T03090,V0365,D0331,R031,2025-05-22T14:48:00,2025-05-22T17:35:00,65,Completed,23.4,W20250522
T03091,V0267,D0671,R027,2025-04-12T12:43:00,2025-04-12T15:22:00,85,Completed,32.1,W20250412
T03092,V0335,D0631,R035,2025-04-18T00:29:00,2025-04-18T02:03:00,95,Completed,60.6,W20250418
T03093,V0461,D0140,R083,2025-10-26T13:00:00,2025-10-26T15:42:00,75,Completed,27.8,W20251026
T03094,V0397,D0149,R023,2025-11-08T14:09:00,2025-11-08T18:29:00,95,Completed,21.9,W20251108
T03095,V0484,D0061,R023,2025-12-29T17:49:00,2025-12-29T22:23:00,95,Completed,20.8,W20251229
T03096,V0484,D0128,R005,2025-05-10T18:34:00,2025-05-10T19:21:00,65,Completed,83.0,W20250510
T03097,V0470,D0277,R091,2025-04-22T20:37:00,2025-04-23T01:01:00,70,Completed,15.9,W20250422
T03098,V0391,D0691,R027,2025-12-13T23:36:00,2025-12-14T01:09:00,85,Completed,54.8,W20251213
T03099,V0008,D0403,R011,2025-06-28T22:06:00,2025-06-29T00:58:00,85,Completed,29.7,W20250628
T03100,V0475,D0215,R055,2025-02-07T15:09:00,2025-02-07T17:07:00,55,Cancelled,28.0,W20250207
T03101,V0296,D0360,R063,2025-03-05T01:43:00,2025-03-05T03:04:00,75,Completed,55.6,W20250305
T03102,V0393,D0378,R068,2025-06-20T10:17:00,2025-06-20T11:44:00,95,Completed,65.5,W20250620
T03103,V0293,D0405,R049,2025-12-13T09:00:00,2025-12-13T13:05:00,85,Completed,20.8,W20251213
T03104,V0474,D0515,R014,2025-01-23T04:38:00,2025-01-23T09:22:00,55,Completed,11.6,W20250123
T03105,V0152,D0081,R026,2025-05-12T09:21:00,2025-05-12T12:33:00,70,Cancelled,21.9,W20250512
T03106,V0469,D0017,R078,2025-04-26T12:17:00,2025-04-26T16:45:00,75,Completed,16.8,W20250426
T03107,V0119,D0188,R069,2025-11-29T02:11:00,2025-11-29T06:20:00,70,Cancelled,16.9,W20251129
T03108,V0414,D0504,R062,2025-08-12T05:39:00,2025-08-12T08:32:00,70,Cancelled,24.3,W20250812
T03109,V0071,D0340,R043,2025-09-02T15:09:00,2025-09-02T16:58:00,65,Completed,35.8,W20250902
T03110,V0275,D0621,R008,2025-12-25T14:52:00,2025-12-25T15:58:00,75,Cancelled,68.2,W20251225
T03111,V0266,D0590,R061,2025-10-26T06:21:00,2025-10-26T08:04:00,75,Completed,43.7,W20251026
T03112,V0116,D0449,R040,2025-10-12T19:36:00,2025-10-13T00:11:00,95,Cancelled,20.7,W20251012
T03113,V0399,D0254,R011,2025-10-01T06:03:00,2025-10-01T06:49:00,85,Completed,110.9,W20251001
T03114,V0326,D0641,R005,2025-05-22T09:42:00,2025-05-22T14:42:00,65,Completed,13.0,W20250522
T03115,V0369,D0368,R082,2025-10-28T01:41:00,2025-10-28T04:05:00,75,Completed,31.2,W20251028
T03116,V0324,D0471,R010,2025-09-16T16:38:00,2025-09-16T17:46:00,75,Cancelled,66.2,W20250916
T03117,V0373,D0045,R097,2025-06-17T02:24:00,2025-06-17T07:17:00,65,Completed,13.3,W20250617
T03118,V0035,D0305,R100,2025-09-08T13:10:00,2025-09-08T14:10:00,75,Completed,75.0,W20250908
T03119,V0077,D0510,R030,2025-06-11T16:48:00,2025-06-11T19:57:00,65,Cancelled,20.6,W20250611
T03120,V0491,D0689,R019,2025-07-23T19:38:00,2025-07-23T22:20:00,55,Completed,20.4,W20250723
T03121,V0105,D0479,R067,2025-06-30T03:23:00,2025-06-30T07:21:00,55,Completed,13.9,W20250630
T03122,V0333,D0307,R042,2025-04-05T23:47:00,2025-04-06T01:59:00,75,Completed,34.1,W20250405
T03123,V0422,D0681,R054,2025-08-28T06:34:00,2025-08-28T08:45:00,95,Cancelled,43.5,W20250828
T03124,V0448,D0552,R078,2025-10-31T18:00:00,2025-10-31T20:36:00,75,Cancelled,28.8,W20251031
T03125,V0062,D0612,R034,2025-10-01T00:02:00,2025-10-01T02:01:00,70,Cancelled,35.3,W20251001
T03126,V0153,D0449,R024,2025-12-29T11:10:00,2025-12-29T12:50:00,55,Completed,33.0,W20251229
T03127,V0444,D0317,R066,2025-04-08T14:32:00,2025-04-08T16:33:00,85,Completed,42.1,W20250408
T03128,V0462,D0191,R062,2025-06-20T15:05:00,2025-06-20T15:53:00,70,Completed,87.5,W20250620
T03129,V0145,D0087,R003,2025-08-17T12:12:00,2025-08-17T13:39:00,85,Completed,58.6,W20250817
T03130,V0425,D0404,R063,2025-02-12T02:18:00,2025-02-12T05:55:00,75,Completed,20.7,W20250212
T03131,V0324,D0076,R094,2025-12-09T06:00:00,2025-12-09T08:36:00,70,Completed,26.9,W20251209
T03132,V0384,D0657,R081,2025-08-27T02:18:00,2025-08-27T06:32:00,55,Completed,13.0,W20250827
T03133,V0004,D0149,R037,2025-03-27T22:36:00,2025-03-28T01:05:00,95,Completed,38.3,W20250327
T03134,V0277,D0697,R041,2025-02-20T00:42:00,2025-02-20T02:23:00,65,Completed,38.6,W20250220
T03135,V0135,D0295,R058,2025-08-09T02:14:00,2025-08-09T03:09:00,95,Completed,103.6,W20250809
T03136,V0151,D0107,R024,2025-05-05T03:07:00,2025-05-05T06:53:00,55,Completed,14.6,W20250505
T03137,V0123,D0508,R077,2025-08-22T20:35:00,2025-08-22T21:21:00,85,Cancelled,110.9,W20250822
T03138,V0253,D0113,R020,2025-03-11T21:54:00,2025-03-12T00:32:00,65,Completed,24.7,W20250311
T03139,V0384,D0536,R032,2025-07-24T14:50:00,2025-07-24T19:35:00,75,Completed,15.8,W20250724
T03140,V0450,D0631,R047,2025-11-04T05:36:00,2025-11-04T08:22:00,55,Completed,19.9,W20251104
T03141,V0383,D0194,R046,2025-08-11T06:08:00,2025-08-11T07:30:00,70,Completed,51.2,W20250811
T03142,V0091,D0041,R055,2025-11-15T14:30:00,2025-11-15T18:23:00,55,Completed,14.2,W20251115
T03143,V0262,D0197,R019,2025-11-13T12:37:00,2025-11-13T14:11:00,55,Completed,35.1,W20251113
T03144,V0345,D0150,R080,2025-06-17T20:50:00,2025-06-18T00:15:00,75,Completed,22.0,W20250617
T03145,V0469,D0562,R065,2025-12-10T09:57:00,2025-12-10T11:29:00,70,Cancelled,45.7,W20251210
T03146,V0320,D0593,R088,2025-11-06T05:40:00,2025-11-06T09:01:00,95,Completed,28.4,W20251106
T03147,V0333,D0278,R094,2025-06-21T10:39:00,2025-06-21T14:07:00,70,Completed,20.2,W20250621
T03148,V0203,D0453,R048,2025-01-12T00:03:00,2025-01-12T01:26:00,75,Completed,54.2,W20250112
T03149,V0430,D0364,R087,2025-03-05T16:08:00,2025-03-05T20:02:00,55,Completed,14.1,W20250305
T03150,V0401,D0279,R064,2025-11-05T00:20:00,2025-11-05T04:22:00,75,Completed,18.6,W20251105
T03151,V0327,D0631,R100,2025-07-11T21:06:00,2025-07-12T00:52:00,75,Completed,19.9,W20250711
T03152,V0364,D0315,R098,2025-02-21T00:03:00,2025-02-21T01:47:00,75,Completed,43.3,W20250221
T03153,V0207,D0226,R067,2025-03-06T18:20:00,2025-03-06T20:01:00,55,Completed,32.7,W20250306
T03154,V0259,D0583,R081,2025-01-05T11:47:00,2025-01-05T13:10:00,55,Completed,39.8,W20250105
T03155,V0071,D0430,R083,2025-11-28T22:14:00,2025-11-29T02:15:00,75,Cancelled,18.7,W20251128
T03156,V0034,D0367,R094,2025-10-16T08:37:00,2025-10-16T12:08:00,70,Completed,19.9,W20251016
T03157,V0250,D0684,R029,2025-12-06T16:01:00,2025-12-06T20:05:00,70,Cancelled,17.2,W20251206
T03158,V0334,D0484,R038,2025-08-20T07:36:00,2025-08-20T11:41:00,95,Completed,23.3,W20250820
T03159,V0085,D0593,R047,2025-12-14T06:42:00,2025-12-14T09:44:00,55,Completed,18.1,W20251214
